name,exist,x,y,rotation,d_sofa_1,d_sofa_2,d_sofa_3,d_desk_1,d_desk_2,d_desk_3,d_chair_1,d_chair_2,d_chair_3,d_TV_1,d_TV_2,d_TV_3,d_light_1,d_light_2,d_light_3,d_plant_1,d_plant_2,d_plant_3,d_shelf_1,d_shelf_2,d_shelf_3,d_chest_1,d_chest_2,d_chest_3,d_bed_1,d_bed_2,d_bed_3,room,room_h_length,room_v_length,target
chair_2,1,3,9,270,5.385164807134504,9.486832980505138,9.486832980505138,2.0,9.486832980505138,9.486832980505138,9.219544457292889,0.0,1.0,0,0,0,6.708203932499369,9.486832980505138,9.486832980505138,8.06225774829855,9.486832980505138,9.486832980505138,9.899494936611664,9.486832980505138,9.486832980505138,9.486832980505138,9.486832980505138,9.486832980505138,2.23606797749979,7.211102550927978,9.486832980505138,room_41,10,10,uninspected
chair_3,1,3,10,0,6.324555320336759,10.44030650891055,10.44030650891055,2.23606797749979,10.44030650891055,10.44030650891055,9.899494936611664,1.0,0.0,0,0,0,7.211102550927978,10.44030650891055,10.44030650891055,8.94427190999916,10.44030650891055,10.44030650891055,10.63014581273465,10.44030650891055,10.44030650891055,10.44030650891055,10.44030650891055,10.44030650891055,3.1622776601683795,7.810249675906654,10.44030650891055,room_41,10,10,uninspected
TV stand_1,1,7,7,0,3.605551275463989,9.899494936611664,9.899494936611664,2.8284271247461903,9.899494936611664,9.899494936611664,5.0,4.47213595499958,5.0,0,0,0,2.23606797749979,9.899494936611664,9.899494936611664,5.0,9.899494936611664,9.899494936611664,5.830951894845301,9.899494936611664,9.899494936611664,9.899494936611664,9.899494936611664,9.899494936611664,3.0,2.8284271247461903,9.899494936611664,room_41,10,10,uninspected
TV stand_2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_41,10,10,uninspected
TV stand_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_41,10,10,uninspected
light_1,1,9,6,45,4.47213595499958,10.816653826391969,10.816653826391969,5.0,10.816653826391969,10.816653826391969,3.1622776601683795,6.708203932499369,7.211102550927978,0,0,0,0.0,10.816653826391969,10.816653826391969,4.47213595499958,10.816653826391969,10.816653826391969,4.123105625617661,10.816653826391969,10.816653826391969,10.816653826391969,10.816653826391969,10.816653826391969,5.0990195135927845,1.0,10.816653826391969,room_41,10,10,uninspected
light_2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_41,10,10,uninspected
light_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_41,10,10,uninspected
plant_1,1,7,2,180,2.8284271247461903,7.280109889280518,7.280109889280518,7.280109889280518,7.280109889280518,7.280109889280518,3.1622776601683795,8.06225774829855,8.94427190999916,0,0,0,4.47213595499958,7.280109889280518,7.280109889280518,0.0,7.280109889280518,7.280109889280518,3.0,7.280109889280518,7.280109889280518,7.280109889280518,7.280109889280518,7.280109889280518,5.830951894845301,3.605551275463989,7.280109889280518,room_41,10,10,uninspected
plant_2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_41,10,10,uninspected
plant_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_41,10,10,uninspected
shelf_1,1,10,2,90,5.385164807134504,10.198039027185567,10.198039027185567,8.602325267042627,10.198039027185567,10.198039027185567,1.0,9.899494936611664,10.63014581273465,0,0,0,4.123105625617661,10.198039027185567,10.198039027185567,3.0,10.198039027185567,10.198039027185567,0.0,10.198039027185567,10.198039027185567,10.198039027185567,10.198039027185567,10.198039027185567,7.810249675906654,3.1622776601683795,10.198039027185567,room_41,10,10,uninspected
shelf_2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_41,10,10,uninspected
shelf_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_41,10,10,uninspected
chest_1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_41,10,10,uninspected
chest_2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_41,10,10,uninspected
chest_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_41,10,10,uninspected
bed_1,1,4,4,225,1.4142135623730951,1.4142135623730951,5.656854249492381,4.0,5.656854249492381,5.656854249492381,6.0,2.0,5.656854249492381,0,0,0,5.656854249492381,5.656854249492381,5.0990195135927845,5.656854249492381,5.656854249492381,5.656854249492381,8.48528137423857,5.656854249492381,5.656854249492381,1.4142135623730951,6.324555320336759,5.656854249492381,0.0,5.656854249492381,5.656854249492381,room_42,10,10,uninspected
bed_2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_42,10,10,uninspected
bed_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_42,10,10,uninspected
sofa_1,1,5,3,90,0.0,2.0,5.830951894845301,5.0990195135927845,5.830951894845301,5.830951894845301,7.071067811865476,3.1622776601683795,5.830951894845301,0,0,0,5.830951894845301,5.830951894845301,4.0,5.830951894845301,5.830951894845301,5.830951894845301,8.602325267042627,5.830951894845301,5.830951894845301,2.8284271247461903,5.830951894845301,5.830951894845301,1.4142135623730951,5.830951894845301,5.830951894845301,room_42,10,10,uninspected
sofa_2,1,5,5,315,2.0,0.0,7.071067811865476,3.1622776601683795,7.071067811865476,7.071067811865476,5.0990195135927845,3.1622776601683795,7.071067811865476,0,0,0,7.071067811865476,7.071067811865476,4.47213595499958,7.071067811865476,7.071067811865476,7.071067811865476,7.071067811865476,7.071067811865476,7.071067811865476,2.0,5.0990195135927845,7.071067811865476,1.4142135623730951,7.071067811865476,7.071067811865476,room_42,10,10,uninspected
sofa_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_42,10,10,uninspected
desk_1,1,4,8,225,5.0990195135927845,3.1622776601683795,8.94427190999916,0.0,8.94427190999916,8.94427190999916,2.0,4.47213595499958,8.94427190999916,0,0,0,8.94427190999916,8.94427190999916,7.071067811865476,8.94427190999916,8.94427190999916,8.94427190999916,6.324555320336759,8.94427190999916,8.94427190999916,3.1622776601683795,6.324555320336759,8.94427190999916,4.0,8.94427190999916,8.94427190999916,room_42,10,10,uninspected
desk_2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_42,10,10,uninspected
desk_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_42,10,10,uninspected
chair_1,1,4,10,270,7.071067811865476,5.0990195135927845,10.770329614269007,2.0,10.770329614269007,10.770329614269007,0.0,6.324555320336759,10.770329614269007,0,0,0,10.770329614269007,10.770329614269007,8.602325267042627,10.770329614269007,10.770329614269007,10.770329614269007,6.0,10.770329614269007,10.770329614269007,5.0990195135927845,7.211102550927978,10.770329614269007,6.0,10.770329614269007,10.770329614269007,room_42,10,10,uninspected
chair_2,1,2,4,90,3.1622776601683795,3.1622776601683795,4.47213595499958,4.47213595499958,4.47213595499958,4.47213595499958,6.324555320336759,0.0,4.47213595499958,0,0,0,4.47213595499958,4.47213595499958,7.071067811865476,4.47213595499958,4.47213595499958,4.47213595499958,10.0,4.47213595499958,4.47213595499958,1.4142135623730951,8.246211251235321,4.47213595499958,2.0,4.47213595499958,4.47213595499958,room_42,10,10,uninspected
chair_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_42,10,10,uninspected
TV stand_1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_42,10,10,uninspected
TV stand_2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_42,10,10,uninspected
TV stand_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_42,10,10,uninspected
light_1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_42,10,10,uninspected
light_2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_42,10,10,uninspected
light_3,1,9,3,315,4.0,4.47213595499958,9.486832980505138,7.071067811865476,9.486832980505138,9.486832980505138,8.602325267042627,7.071067811865476,9.486832980505138,0,0,0,9.486832980505138,9.486832980505138,0.0,9.486832980505138,9.486832980505138,9.486832980505138,7.071067811865476,9.486832980505138,9.486832980505138,6.324555320336759,3.1622776601683795,9.486832980505138,5.0990195135927845,9.486832980505138,9.486832980505138,room_42,10,10,uninspected
plant_1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_42,10,10,uninspected
plant_2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_42,10,10,uninspected
plant_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_42,10,10,uninspected
shelf_1,1,10,10,270,8.602325267042627,7.071067811865476,14.142135623730953,6.324555320336759,14.142135623730953,14.142135623730953,6.0,10.0,14.142135623730953,0,0,0,14.142135623730953,14.142135623730953,7.071067811865476,14.142135623730953,14.142135623730953,14.142135623730953,0.0,14.142135623730953,14.142135623730953,8.602325267042627,4.0,14.142135623730953,8.48528137423857,14.142135623730953,14.142135623730953,room_42,10,10,uninspected
shelf_2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_42,10,10,uninspected
shelf_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_42,10,10,uninspected
chest_1,1,3,5,315,2.8284271247461903,2.0,5.830951894845301,3.1622776601683795,5.830951894845301,5.830951894845301,5.0990195135927845,1.4142135623730951,5.830951894845301,0,0,0,5.830951894845301,5.830951894845301,6.324555320336759,5.830951894845301,5.830951894845301,5.830951894845301,8.602325267042627,5.830951894845301,5.830951894845301,0.0,7.071067811865476,5.830951894845301,1.4142135623730951,5.830951894845301,5.830951894845301,room_42,10,10,uninspected
chest_2,1,10,6,45,5.830951894845301,5.0990195135927845,11.6619037896906,6.324555320336759,11.6619037896906,11.6619037896906,7.211102550927978,8.246211251235321,11.6619037896906,0,0,0,11.6619037896906,11.6619037896906,3.1622776601683795,11.6619037896906,11.6619037896906,11.6619037896906,4.0,11.6619037896906,11.6619037896906,7.071067811865476,0.0,11.6619037896906,6.324555320336759,11.6619037896906,11.6619037896906,room_42,10,10,uninspected
chest_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_42,10,10,uninspected
bed_1,1,7,8,225,2.23606797749979,2.8284271247461903,10.63014581273465,1.4142135623730951,10.63014581273465,10.63014581273465,7.211102550927978,3.0,10.63014581273465,0,0,0,2.8284271247461903,10.63014581273465,10.63014581273465,10.63014581273465,10.63014581273465,2.23606797749979,6.082762530298219,10.63014581273465,10.63014581273465,6.082762530298219,10.63014581273465,10.63014581273465,0.0,10.63014581273465,10.63014581273465,room_43,10,10,uninspected
bed_2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_43,10,10,uninspected
bed_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_43,10,10,uninspected
sofa_1,1,6,6,225,0.0,3.0,8.48528137423857,2.23606797749979,8.48528137423857,8.48528137423857,5.0,4.47213595499958,8.48528137423857,0,0,0,3.0,8.48528137423857,8.48528137423857,8.48528137423857,8.48528137423857,1.4142135623730951,4.47213595499958,8.48528137423857,8.48528137423857,4.0,8.48528137423857,8.48528137423857,2.23606797749979,8.48528137423857,8.48528137423857,room_43,10,10,uninspected
sofa_2,1,9,6,270,3.0,0.0,10.816653826391969,1.4142135623730951,10.816653826391969,10.816653826391969,7.211102550927978,2.23606797749979,10.816653826391969,0,0,0,0.0,10.816653826391969,10.816653826391969,10.816653826391969,10.816653826391969,4.123105625617661,4.123105625617661,10.816653826391969,10.816653826391969,5.0,10.816653826391969,10.816653826391969,2.8284271247461903,10.816653826391969,10.816653826391969,room_43,10,10,uninspected
sofa_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_43,10,10,uninspected
desk_1,1,8,7,360,2.23606797749979,1.4142135623730951,10.63014581273465,0.0,10.63014581273465,10.63014581273465,7.071067811865476,2.23606797749979,10.63014581273465,0,0,0,1.4142135623730951,10.63014581273465,10.63014581273465,10.63014581273465,10.63014581273465,3.0,5.0,10.63014581273465,10.63014581273465,5.385164807134504,10.63014581273465,10.63014581273465,1.4142135623730951,10.63014581273465,10.63014581273465,room_43,10,10,uninspected
desk_2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_43,10,10,uninspected
desk_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_43,10,10,uninspected
chair_1,1,3,2,360,5.0,7.211102550927978,3.605551275463989,7.071067811865476,3.605551275463989,3.605551275463989,0.0,9.219544457292889,3.605551275463989,0,0,0,7.211102550927978,3.605551275463989,3.605551275463989,3.605551275463989,3.605551275463989,5.385164807134504,5.0,3.605551275463989,3.605551275463989,3.0,3.605551275463989,3.605551275463989,7.211102550927978,3.605551275463989,3.605551275463989,room_43,10,10,uninspected
chair_2,1,10,8,135,4.47213595499958,2.23606797749979,12.806248474865695,2.23606797749979,12.806248474865695,12.806248474865695,9.219544457292889,0.0,12.806248474865695,0,0,0,2.23606797749979,12.806248474865695,12.806248474865695,12.806248474865695,12.806248474865695,5.0990195135927845,6.324555320336759,12.806248474865695,12.806248474865695,7.211102550927978,12.806248474865695,12.806248474865695,3.0,12.806248474865695,12.806248474865695,room_43,10,10,uninspected
chair_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_43,10,10,uninspected
TV stand_1,1,5,3,90,3.1622776601683795,5.0,5.830951894845301,5.0,5.830951894845301,5.830951894845301,2.23606797749979,7.071067811865476,5.830951894845301,0,0,0,5.0,5.830951894845301,5.830951894845301,5.830951894845301,5.830951894845301,4.0,3.1622776601683795,5.830951894845301,5.830951894845301,1.4142135623730951,5.830951894845301,5.830951894845301,5.385164807134504,5.830951894845301,5.830951894845301,room_43,10,10,uninspected
TV stand_2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_43,10,10,uninspected
TV stand_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_43,10,10,uninspected
light_1,1,9,6,315,3.0,0.0,10.816653826391969,1.4142135623730951,10.816653826391969,10.816653826391969,7.211102550927978,2.23606797749979,10.816653826391969,0,0,0,0.0,10.816653826391969,10.816653826391969,10.816653826391969,10.816653826391969,4.123105625617661,4.123105625617661,10.816653826391969,10.816653826391969,5.0,10.816653826391969,10.816653826391969,2.8284271247461903,10.816653826391969,10.816653826391969,room_43,10,10,uninspected
light_2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_43,10,10,uninspected
light_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_43,10,10,uninspected
plant_1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_43,10,10,uninspected
plant_2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_43,10,10,uninspected
plant_3,1,5,7,225,1.4142135623730951,4.123105625617661,8.602325267042627,3.0,8.602325267042627,8.602325267042627,5.385164807134504,5.0990195135927845,8.602325267042627,0,0,0,4.123105625617661,8.602325267042627,8.602325267042627,8.602325267042627,8.602325267042627,0.0,5.830951894845301,8.602325267042627,8.602325267042627,5.0990195135927845,8.602325267042627,8.602325267042627,2.23606797749979,8.602325267042627,8.602325267042627,room_43,10,10,uninspected
shelf_1,1,8,2,315,4.47213595499958,4.123105625617661,8.246211251235321,5.0,8.246211251235321,8.246211251235321,5.0,6.324555320336759,8.246211251235321,0,0,0,4.123105625617661,8.246211251235321,8.246211251235321,8.246211251235321,8.246211251235321,5.830951894845301,0.0,8.246211251235321,8.246211251235321,2.0,8.246211251235321,8.246211251235321,6.082762530298219,8.246211251235321,8.246211251235321,room_43,10,10,uninspected
shelf_2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_43,10,10,uninspected
shelf_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_43,10,10,uninspected
chest_1,1,6,2,180,4.0,5.0,6.324555320336759,5.385164807134504,6.324555320336759,6.324555320336759,3.0,7.211102550927978,6.324555320336759,0,0,0,5.0,6.324555320336759,6.324555320336759,6.324555320336759,6.324555320336759,5.0990195135927845,2.0,6.324555320336759,6.324555320336759,0.0,6.324555320336759,6.324555320336759,6.082762530298219,6.324555320336759,6.324555320336759,room_43,10,10,uninspected
chest_2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_43,10,10,uninspected
chest_3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_43,10,10,uninspected
bed_1,1,9,8,0,3.1622776601683795,12.041594578792296,12.041594578792296,5.0990195135927845,12.041594578792296,12.041594578792296,7.211102550927978,6.082762530298219,7.280109889280518,0,0,0,5.0,12.041594578792296,12.041594578792296,12.041594578792296,12.041594578792296,12.041594578792296,12.041594578792296,1.4142135623730951,12.041594578792296,5.830951894845301,12.041594578792296,12.041594578792296,0.0,12.041594578792296,12.041594578792296,room_44,10,10,uninspected
bed_2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,room_44,10,10,uninspected
